"Date","Price","Open","High","Low","Vol.","Change %"
"02/27/2019","150,600","151,500","155,500","142,600","124.81K","-0.73%"
"02/26/2019","151,700","153,300","153,600","148,800","86.94K","-1.04%"
"02/25/2019","153,300","148,200","156,500","147,900","156.71K","3.51%"
"02/24/2019","148,100","171,500","180,000","147,800","292.76K","-13.64%"
"02/23/2019","171,500","161,800","172,100","160,700","87.75K","6.00%"
"02/22/2019","161,800","160,000","163,300","159,100","73.54K","1.13%"
"02/21/2019","160,000","161,500","163,800","157,600","81.51K","-0.99%"
"02/20/2019","161,600","156,200","162,300","152,500","124.39K","3.39%"
"02/19/2019","156,300","158,500","163,700","155,800","146.14K","-1.39%"
"02/18/2019","158,500","147,400","160,300","146,200","201.30K","7.53%"
"02/17/2019","147,400","135,800","149,400","135,700","128.71K","8.54%"
"02/16/2019","135,800","134,700","137,500","134,600","31.82K","0.82%"
"02/15/2019","134,700","133,700","137,500","133,500","55.45K","0.75%"
"02/14/2019","133,700","134,800","137,100","133,500","56.76K","-0.82%"
"02/13/2019","134,800","134,100","138,500","133,400","63.68K","0.60%"
"02/12/2019","134,000","132,700","135,500","130,500","70.25K","0.98%"
"02/11/2019","132,700","137,200","137,200","131,400","105.65K","-3.28%"
"02/10/2019","137,200","130,000","138,000","126,200","86.49K","5.54%"
"02/09/2019","130,000","130,200","131,800","128,900","79.28K","-0.23%"
"02/08/2019","130,300","116,500","133,500","115,400","148.94K","11.85%"
"02/07/2019","116,500","116,500","117,800","115,800","46.73K","0.00%"
"02/06/2019","116,500","118,900","119,100","112,800","76.01K","-1.85%"
"02/05/2019","118,700","118,800","119,500","118,000","34.00K","-0.08%"
"02/04/2019","118,800","118,600","120,700","117,800","29.40K","0.17%"
"02/03/2019","118,600","121,400","122,200","117,300","37.02K","-2.31%"
"02/02/2019","121,400","117,600","122,000","117,000","38.68K","3.23%"
"02/01/2019","117,600","117,000","119,200","114,200","56.54K","0.51%"
"01/31/2019","117,000","119,500","122,000","116,000","69.86K","-2.09%"
"01/30/2019","119,500","116,200","121,000","115,200","100.58K","2.84%"
"01/29/2019","116,200","117,700","118,400","114,000","61.53K","-1.27%"
"01/28/2019","117,700","124,500","125,300","112,800","114.81K","-5.46%"
"01/27/2019","124,500","128,100","128,900","123,700","46.76K","-3.11%"
"01/26/2019","128,500","128,000","130,600","127,700","32.57K","0.39%"
"01/25/2019","128,000","129,700","130,900","127,000","58.52K","-1.31%"
"01/24/2019","129,700","130,900","131,100","127,800","42.02K","-0.92%"
"01/23/2019","130,900","132,300","133,100","129,400","51.36K","-1.06%"
"01/22/2019","132,300","130,400","134,000","126,000","78.69K","1.46%"
"01/21/2019","130,400","132,200","132,800","128,000","67.33K","-1.36%"
"01/20/2019","132,200","137,500","138,400","130,300","64.78K","-3.92%"
"01/19/2019","137,600","134,100","140,700","134,100","56.29K","2.61%"
"01/18/2019","134,100","136,900","137,200","132,800","62.70K","-2.12%"
"01/17/2019","137,000","137,200","138,500","132,200","84.53K","-0.15%"
"01/16/2019","137,200","135,300","142,700","134,000","156.01K","1.40%"
"01/15/2019","135,300","143,400","146,000","132,000","158.78K","-5.65%"
"01/14/2019","143,400","130,000","147,100","130,000","211.39K","10.31%"
"01/13/2019","130,000","140,800","141,200","128,500","108.76K","-7.67%"
"01/12/2019","140,800","142,100","145,000","139,200","84.45K","-0.91%"
"01/11/2019","142,100","142,700","146,800","137,000","147.54K","-0.42%"
"01/10/2019","142,700","166,100","167,800","138,900","269.28K","-14.09%"
"01/09/2019","166,100","167,200","171,100","165,600","320.63K","-0.72%"
"01/08/2019","167,300","168,800","170,900","164,000","364.06K","-0.89%"
"01/07/2019","168,800","174,100","175,600","167,400","406.38K","-3.04%"
"01/06/2019","174,100","174,100","177,500","168,400","408.63K","0.00%"
"01/05/2019","174,100","172,900","181,000","172,900","545.95K","0.64%"
"01/04/2019","173,000","166,500","176,000","164,000","644.54K","3.90%"
"01/03/2019","166,500","171,200","173,800","163,500","398.70K","-2.75%"
"01/02/2019","171,200","157,200","174,000","156,100","316.88K","8.91%"
"01/01/2019","157,200","149,300","158,400","147,700","161.48K","5.22%"
"12/31/2018","149,400","155,500","156,100","145,100","136.69K","-3.92%"
"12/30/2018","155,500","151,100","157,100","145,900","169.99K","2.91%"
"12/29/2018","151,100","154,000","164,300","145,800","215.43K","-1.24%"
"12/28/2018","153,000","131,600","153,900","127,700","199.60K","16.26%"
"12/27/2018","131,600","146,800","148,800","129,300","148.40K","-10.35%"
"12/26/2018","146,800","144,500","153,300","139,500","174.86K","1.59%"
"12/25/2018","144,500","156,300","157,900","137,400","250.58K","-7.73%"
"12/24/2018","156,600","145,500","177,100","144,900","420.71K","7.70%"
"12/23/2018","145,400","130,500","148,400","130,200","445.87K","11.42%"
"12/22/2018","130,500","121,300","130,700","119,100","112.21K","7.50%"
"12/21/2018","121,400","128,200","135,000","118,100","198.06K","-5.30%"
"12/20/2018","128,200","111,100","131,300","110,000","209.88K","15.60%"
"12/19/2018","110,900","112,700","121,000","110,700","159.86K","-1.60%"
"12/18/2018","112,700","105,200","113,400","102,600","96.25K","7.13%"
"12/17/2018","105,200","95,500","107,600","95,200","111.46K","10.16%"
"12/16/2018","95,500","94,550","98,450","94,550","39.49K","0.95%"
"12/15/2018","94,600","94,600","96,100","92,400","44.75K","0.00%"
"12/14/2018","94,600","97,300","98,300","93,200","57.63K","-2.77%"
"12/13/2018","97,300","101,200","102,400","95,350","116.72K","-3.85%"
"12/12/2018","101,200","99,000","102,700","98,400","53.36K","1.86%"
"12/11/2018","99,350","101,900","103,900","97,700","64.17K","-2.50%"
"12/10/2018","101,900","105,700","108,000","100,100","66.89K","-3.60%"
"12/09/2018","105,700","103,000","111,500","100,400","84.40K","2.62%"
"12/08/2018","103,000","105,700","111,000","96,100","140.50K","-2.55%"
"12/07/2018","105,700","103,100","109,600","93,500","163.83K","2.52%"
"12/06/2018","103,100","115,900","117,800","102,500","96.95K","-11.04%"
"12/05/2018","115,900","124,000","125,300","115,600","43.77K","-6.53%"
"12/04/2018","124,000","122,800","127,900","120,000","53.99K","0.98%"
"12/03/2018","122,800","131,500","132,200","121,100","47.94K","-6.47%"
"12/02/2018","131,300","133,400","135,800","130,600","32.37K","-1.57%"
"12/01/2018","133,400","128,600","136,100","125,800","40.44K","3.73%"
"11/30/2018","128,600","133,300","135,200","126,100","49.95K","-3.31%"
"11/29/2018","133,000","138,200","140,000","130,000","66.10K","-3.76%"
"11/28/2018","138,200","125,700","142,000","125,500","77.00K","9.94%"
"11/27/2018","125,700","125,000","129,500","116,600","66.37K","0.56%"
"11/26/2018","125,000","133,900","137,400","120,600","108.66K","-6.65%"
"11/25/2018","133,900","131,000","137,500","116,700","102.09K","2.21%"
"11/24/2018","131,000","142,300","147,400","129,500","59.93K","-7.94%"
"11/23/2018","142,300","143,900","146,400","135,500","71.03K","-0.91%"
"11/22/2018","143,600","156,500","159,600","143,000","55.92K","-8.48%"
"11/21/2018","156,900","152,100","161,000","145,000","96.79K","2.55%"
"11/20/2018","153,000","171,500","176,000","145,800","201.53K","-11.05%"
"11/19/2018","172,000","203,400","204,000","168,100","95.81K","-15.44%"
"11/18/2018","203,400","200,000","204,500","199,900","22.70K","1.70%"
"11/17/2018","200,000","201,500","202,800","198,500","22.51K","-0.74%"
"11/16/2018","201,500","209,500","210,600","199,000","50.69K","-3.82%"
"11/15/2018","209,500","214,800","217,000","198,000","74.34K","-2.33%"
"11/14/2018","214,500","235,500","236,800","201,600","77.81K","-8.92%"
"11/13/2018","235,500","240,000","240,000","235,100","24.17K","-1.67%"
"11/12/2018","239,500","240,100","241,000","238,000","19.48K","-0.25%"
"11/11/2018","240,100","240,000","241,000","236,000","111.33K","0.04%"
"11/10/2018","240,000","238,000","241,800","236,900","90.83K","0.84%"
"11/09/2018","238,000","239,200","243,000","236,000","73.69K","-0.50%"
"11/08/2018","239,200","243,300","246,400","237,600","144.75K","-1.69%"
"11/07/2018","243,300","244,500","250,000","242,200","57.31K","-0.49%"
"11/06/2018","244,500","234,100","245,800","233,000","92.23K","4.44%"
"11/05/2018","234,100","236,500","238,000","232,000","126.25K","-1.01%"
"11/04/2018","236,500","223,600","244,400","223,100","261.78K","5.77%"
"11/03/2018","223,600","225,900","227,300","223,000","408.23K","-1.06%"
"11/02/2018","226,000","224,200","227,800","223,800","248.48K","0.67%"
"11/01/2018","224,500","223,100","224,800","222,500","357.10K","0.45%"
"10/31/2018","223,500","222,300","225,500","219,000","257.76K","0.54%"
"10/30/2018","222,300","220,200","223,900","220,200","252.43K","0.95%"
"10/29/2018","220,200","229,400","229,800","219,100","231.15K","-3.72%"
"10/28/2018","228,700","228,500","230,000","227,500","119.42K","0.09%"
"10/27/2018","228,500","228,000","229,500","227,000","114.70K","0.22%"
"10/26/2018","228,000","226,500","231,500","225,500","188.96K","0.66%"
"10/25/2018","226,500","228,000","228,500","225,000","109.62K","-0.88%"
"10/24/2018","228,500","228,500","230,000","227,500","103.80K","0.00%"
"10/23/2018","228,500","230,000","231,000","225,500","74.42K","-0.44%"
"10/22/2018","229,500","230,000","231,500","228,000","149.96K","-0.22%"
"10/21/2018","230,000","231,000","234,000","229,500","144.99K","-0.43%"
"10/20/2018","231,000","229,500","233,000","227,500","117.18K","0.87%"
"10/19/2018","229,000","229,000","234,000","226,500","71.99K","0.00%"
"10/18/2018","229,000","232,000","234,000","227,000","86.51K","-1.29%"
"10/17/2018","232,000","234,000","236,000","229,500","96.42K","-0.85%"
"10/16/2018","234,000","235,000","237,500","232,000","159.87K","-0.43%"
"10/15/2018","235,000","223,500","253,000","220,500","120.74K","5.15%"
"10/14/2018","223,500","229,000","231,500","221,500","51.40K","-2.40%"
"10/13/2018","229,000","225,000","230,500","225,000","41.33K","1.78%"
"10/12/2018","225,000","221,000","232,500","218,500","120.59K","1.81%"
"10/11/2018","221,000","256,000","256,000","217,500","153.19K","-13.67%"
"10/10/2018","256,000","259,000","259,500","253,000","94.76K","-0.97%"
"10/09/2018","258,500","260,500","261,000","257,000","207.90K","-0.77%"
"10/08/2018","260,500","256,000","262,500","254,000","90.42K","1.76%"
"10/07/2018","256,000","256,000","258,000","252,000","34.63K","0.00%"
"10/06/2018","256,000","258,500","259,500","253,000","41.38K","-0.97%"
"10/05/2018","258,500","252,000","261,500","249,500","72.09K","2.17%"
"10/04/2018","253,000","250,500","257,000","249,500","31.53K","1.20%"
"10/03/2018","250,000","255,000","257,000","245,500","34.22K","-1.96%"
"10/02/2018","255,000","258,000","259,500","253,000","21.67K","-1.16%"
"10/01/2018","258,000","260,000","262,500","250,500","33.33K","-0.58%"
"09/30/2018","259,500","258,000","265,500","253,500","37.24K","0.58%"
"09/29/2018","258,000","248,500","266,000","241,000","65.29K","4.24%"
"09/28/2018","247,500","255,000","259,000","241,000","50.43K","-2.94%"
"09/27/2018","255,000","241,500","259,500","236,500","52.88K","5.81%"
"09/26/2018","241,000","248,000","252,500","236,500","45.33K","-2.82%"
"09/25/2018","248,000","257,500","258,500","233,000","40.54K","-4.06%"
"09/24/2018","258,500","274,000","276,500","255,000","24.41K","-5.66%"
"09/23/2018","274,000","269,500","278,500","266,000","39.49K","1.67%"
"09/22/2018","269,500","276,000","288,000","260,000","65.09K","-2.36%"
"09/21/2018","276,000","252,000","285,000","246,000","106.76K","9.52%"
"09/20/2018","252,000","238,500","254,500","234,000","48.00K","5.66%"
"09/19/2018","238,500","238,500","244,000","225,500","40.92K","-0.42%"
"09/18/2018","239,500","225,500","244,500","221,500","82.51K","6.21%"
"09/17/2018","225,500","248,500","254,500","221,000","63.17K","-9.07%"
"09/16/2018","248,000","251,000","252,000","235,500","43.22K","-1.20%"
"09/15/2018","251,000","237,000","256,000","235,000","84.75K","5.91%"
"09/14/2018","237,000","239,500","253,500","230,000","132.44K","-1.04%"
"09/13/2018","239,500","210,000","243,500","209,000","95.34K","14.05%"
"09/12/2018","210,000","213,000","214,500","193,000","86.18K","-1.41%"
"09/11/2018","213,000","226,500","229,000","203,500","41.26K","-5.96%"
"09/10/2018","226,500","226,500","234,000","216,000","44.78K","-0.22%"
"09/09/2018","227,000","229,500","240,500","214,500","63.12K","-1.09%"
"09/08/2018","229,500","248,000","253,500","221,000","42.84K","-7.65%"
"09/07/2018","248,500","265,000","271,500","247,500","55.94K","-6.23%"
"09/06/2018","265,000","261,500","269,500","248,000","65.44K","0.76%"
"09/05/2018","263,000","321,000","323,000","261,000","70.74K","-18.07%"
"09/04/2018","321,000","323,000","326,500","318,000","35.92K","-0.62%"
"09/03/2018","323,000","328,000","330,000","320,500","20.40K","-1.52%"
"09/02/2018","328,000","328,000","334,500","322,500","36.54K","0.00%"
"09/01/2018","328,000","317,500","334,500","316,000","42.79K","3.80%"
"08/31/2018","316,000","318,000","319,500","312,000","27.60K","-0.63%"
"08/30/2018","318,000","320,000","326,500","308,000","50.17K","-0.63%"
"08/29/2018","320,000","327,500","330,500","317,000","34.59K","-2.29%"
"08/28/2018","327,500","320,500","329,500","315,000","24.17K","2.66%"
"08/27/2018","319,000","310,000","319,500","306,000","29.23K","2.90%"
"08/26/2018","310,000","314,000","314,500","306,500","14.66K","-1.27%"
"08/25/2018","314,000","317,000","320,000","313,000","141.12K","-0.95%"
"08/24/2018","317,000","315,000","321,000","307,000","14.30K","0.63%"
"08/23/2018","315,000","309,000","321,000","308,000","18.89K","1.94%"
"08/22/2018","309,000","320,500","339,000","300,000","30.08K","-3.89%"
"08/21/2018","321,500","314,000","328,000","313,000","18.47K","2.39%"
"08/20/2018","314,000","343,500","349,500","312,500","22.41K","-8.59%"
"08/19/2018","343,500","341,000","353,000","333,000","13.56K","0.73%"
"08/18/2018","341,000","361,500","368,000","329,000","22.37K","-5.67%"
"08/17/2018","361,500","333,000","365,000","332,000","30.36K","8.56%"
"08/16/2018","333,000","328,000","345,500","322,500","20.05K","1.52%"
"08/15/2018","328,000","325,000","351,500","323,500","29.31K","0.77%"
"08/14/2018","325,500","336,000","336,000","294,700","46.33K","-3.13%"
"08/13/2018","336,000","371,500","376,500","332,500","27.06K","-9.92%"
"08/12/2018","373,000","373,500","383,500","370,500","10.49K","-0.13%"
"08/11/2018","373,500","389,500","392,000","360,000","23.23K","-4.11%"
"08/10/2018","389,500","419,500","423,500","383,000","19.57K","-7.15%"
"08/09/2018","419,500","414,500","427,500","409,000","17.21K","1.21%"
"08/08/2018","414,500","436,500","443,500","410,000","23.18K","-5.04%"
"08/07/2018","436,500","466,000","472,000","430,000","16.06K","-6.33%"
"08/06/2018","466,000","470,500","475,000","462,000","10.60K","-0.96%"
"08/05/2018","470,500","467,500","475,000","462,000","7.98K","0.64%"
"08/04/2018","467,500","478,000","482,500","461,500","10.43K","-2.09%"
"08/03/2018","477,500","474,000","478,500","455,000","9.40K","0.74%"
"08/02/2018","474,000","480,000","487,000","467,500","8.88K","-1.15%"
"08/01/2018","479,500","488,500","490,500","465,000","13.73K","-1.84%"
"07/31/2018","488,500","516,000","516,000","483,000","14.99K","-5.33%"
"07/30/2018","516,000","521,000","522,500","504,500","9.88K","-0.96%"
"07/29/2018","521,000","522,500","525,000","518,000","4.93K","-0.29%"
"07/28/2018","522,500","521,500","525,500","515,000","4.33K","0.19%"
"07/27/2018","521,500","522,500","527,000","513,500","11.36K","-0.19%"
"07/26/2018","522,500","527,500","539,000","516,500","19.26K","-0.76%"
"07/25/2018","526,500","536,000","538,000","520,000","11.17K","-1.13%"
"07/24/2018","532,500","509,000","543,500","508,000","33.70K","4.31%"
"07/23/2018","510,500","512,000","524,000","508,000","17.93K","-0.29%"
"07/22/2018","512,000","521,000","531,000","511,500","15.30K","-1.73%"
"07/21/2018","521,000","512,000","528,000","503,000","10.42K","1.76%"
"07/20/2018","512,000","528,500","529,000","505,000","17.32K","-2.94%"
"07/19/2018","527,500","535,000","537,500","520,500","17.16K","-1.40%"
"07/18/2018","535,000","546,500","561,000","526,500","30.96K","-2.46%"
"07/17/2018","548,500","531,000","554,500","516,000","32.75K","3.30%"
"07/16/2018","531,000","508,500","532,000","501,500","36.50K","4.42%"
"07/15/2018","508,500","494,500","515,000","492,000","21.72K","2.83%"
"07/14/2018","494,500","492,000","499,000","488,500","12.15K","0.51%"
"07/13/2018","492,000","490,500","501,000","483,000","21.14K","0.41%"
"07/12/2018","490,000","505,500","505,500","477,500","23.13K","-2.78%"
"07/11/2018","504,000","490,000","507,500","485,000","26.03K","2.86%"
"07/10/2018","490,000","530,000","533,500","488,500","46.72K","-7.55%"
"07/09/2018","530,000","539,000","541,000","528,000","19.38K","-1.67%"
"07/08/2018","539,000","536,000","546,000","534,000","31.34K","0.56%"
"07/07/2018","536,000","530,500","537,000","519,500","20.21K","1.13%"
"07/06/2018","530,000","519,500","531,000","508,000","26.59K","2.12%"
"07/05/2018","519,000","514,000","523,000","510,500","33.57K","0.87%"
"07/04/2018","514,500","510,000","525,500","493,500","35.41K","0.88%"
"07/03/2018","510,000","523,000","534,500","508,000","56.35K","-2.49%"
"07/02/2018","523,000","503,000","528,000","494,000","46.88K","3.77%"
"07/01/2018","504,000","507,500","511,000","495,500","33.51K","-0.69%"
"06/30/2018","507,500","487,000","516,500","487,000","50.04K","4.10%"
"06/29/2018","487,500","479,000","495,500","460,000","41.20K","1.99%"
"06/28/2018","478,000","498,500","501,000","475,000","26.90K","-4.11%"
"06/27/2018","498,500","489,500","505,000","481,000","22.61K","1.84%"
"06/26/2018","489,500","516,000","519,000","487,500","25.11K","-5.04%"
"06/25/2018","515,500","518,500","533,000","505,000","30.94K","-0.58%"
"06/24/2018","518,500","542,500","545,000","485,000","40.27K","-4.42%"
"06/23/2018","542,500","534,000","548,000","520,500","18.51K","1.59%"
"06/22/2018","534,000","586,000","588,000","519,500","40.50K","-8.87%"
"06/21/2018","586,000","592,500","603,000","580,000","20.40K","-1.10%"
"06/20/2018","592,500","599,000","599,500","553,000","44.03K","-1.09%"
"06/19/2018","599,000","575,000","612,000","570,500","45.28K","4.17%"
"06/18/2018","575,000","556,000","579,000","546,500","27.72K","3.42%"
"06/17/2018","556,000","556,000","565,500","552,000","17.99K","0.00%"
"06/16/2018","556,000","554,500","563,000","544,000","18.16K","0.36%"
"06/15/2018","554,000","576,000","578,500","543,500","49.17K","-3.82%"
"06/14/2018","576,000","531,500","579,000","516,500","73.67K","8.27%"
"06/13/2018","532,000","556,000","560,500","507,000","49.51K","-4.32%"
"06/12/2018","556,000","590,500","598,000","543,500","53.34K","-5.92%"
"06/11/2018","591,000","587,500","599,000","566,000","54.35K","0.42%"
"06/10/2018","588,500","651,000","651,000","564,500","63.80K","-9.88%"
"06/09/2018","653,000","656,000","664,000","651,000","18.47K","-0.61%"
"06/08/2018","657,000","658,500","661,500","651,500","29.85K","-0.15%"
"06/07/2018","658,000","661,500","670,000","654,000","52.47K","-0.53%"
"06/06/2018","661,500","666,500","669,500","650,500","25.11K","-0.75%"
"06/05/2018","666,500","652,000","673,000","636,000","32.31K","2.22%"
"06/04/2018","652,000","675,000","683,000","640,000","47.46K","-3.41%"
"06/03/2018","675,000","644,500","682,000","644,000","40.05K","4.73%"
"06/02/2018","644,500","637,500","652,500","633,500","35.86K","1.10%"
"06/01/2018","637,500","638,500","648,500","625,000","45.26K","-0.23%"
"05/31/2018","639,000","619,500","644,500","614,500","45.62K","3.23%"
"05/30/2018","619,000","631,000","651,500","602,000","58.33K","-1.90%"
"05/29/2018","631,000","568,000","635,500","567,500","68.36K","11.19%"
"05/28/2018","567,500","636,000","641,000","564,000","78.97K","-10.49%"
"05/27/2018","634,000","651,500","655,500","621,500","37.41K","-2.69%"
"05/26/2018","651,500","653,500","670,000","645,500","36.26K","-0.31%"
"05/25/2018","653,500","667,500","681,500","635,500","67.18K","-2.02%"
"05/24/2018","667,000","653,500","686,500","619,500","88.55K","2.07%"
"05/23/2018","653,500","721,000","730,500","645,500","101.67K","-9.30%"
"05/22/2018","720,500","775,500","778,500","720,500","56.58K","-7.09%"
"05/21/2018","775,500","787,000","793,500","766,000","47.65K","-1.40%"
"05/20/2018","786,500","771,000","792,500","760,500","34.63K","2.01%"
"05/19/2018","771,000","771,000","790,000","760,000","34.46K","-0.13%"
"05/18/2018","772,000","753,000","773,500","736,500","51.83K","2.52%"
"05/17/2018","753,000","788,000","798,000","747,000","56.74K","-4.44%"
"05/16/2018","788,000","792,000","798,000","754,000","76.32K","-0.51%"
"05/15/2018","792,000","823,000","828,000","782,500","74.73K","-3.88%"
"05/14/2018","824,000","822,000","830,000","780,000","99.81K","0.00%"
"05/13/2018","824,000","766,500","831,000","750,000","74.63K","7.50%"
"05/12/2018","766,500","745,500","772,000","702,500","96.30K","2.82%"
"05/11/2018","745,500","801,500","815,000","659,500","121.32K","-6.99%"
"05/10/2018","801,500","838,500","851,500","798,500","76.51K","-4.41%"
"05/09/2018","838,500","834,500","842,000","788,000","92.23K","0.48%"
"05/08/2018","834,500","839,500","863,000","804,500","102.75K","-0.60%"
"05/07/2018","839,500","878,500","881,500","783,500","177.67K","-4.44%"
"05/06/2018","878,500","900,500","926,500","842,000","113.66K","-2.44%"
"05/05/2018","900,500","861,500","909,000","858,500","85.73K","4.53%"
"05/04/2018","861,500","855,000","885,500","832,000","138.44K","0.76%"
"05/03/2018","855,000","747,000","871,000","745,500","198.70K","14.53%"
"05/02/2018","746,500","732,500","750,500","726,500","53.27K","1.84%"
"05/01/2018","733,000","735,000","744,000","695,500","70.07K","-0.27%"
"04/30/2018","735,000","744,000","759,500","729,500","81.09K","-1.47%"
"04/29/2018","746,000","734,000","752,000","720,500","71.91K","1.63%"
"04/28/2018","734,000","707,000","745,000","701,500","54.60K","3.82%"
"04/27/2018","707,000","723,500","745,000","704,000","70.04K","-2.28%"
"04/26/2018","723,500","684,000","726,000","658,500","99.72K","5.77%"
"04/25/2018","684,000","770,000","771,000","660,000","187.59K","-11.17%"
"04/24/2018","770,000","703,000","777,000","701,500","155.37K","9.53%"
"04/23/2018","703,000","677,000","710,000","674,000","78.72K","3.84%"
"04/22/2018","677,000","659,000","696,000","642,000","73.51K","2.73%"
"04/21/2018","659,000","665,000","680,000","619,500","100.77K","-0.90%"
"04/20/2018","665,000","616,000","672,500","600,000","148.29K","7.95%"
"04/19/2018","616,000","557,000","621,000","552,000","115.48K","10.59%"
"04/18/2018","557,000","540,000","558,500","539,500","64.46K","3.05%"
"04/17/2018","540,500","549,000","550,000","537,500","57.57K","-1.55%"
"04/16/2018","549,000","552,500","562,500","533,000","71.19K","-0.63%"
"04/15/2018","552,500","522,500","553,000","518,500","61.79K","5.74%"
"04/14/2018","522,500","524,000","543,000","503,500","67.18K","-0.29%"
"04/13/2018","524,000","508,000","555,000","496,500","164.06K","3.15%"
"04/12/2018","508,000","459,000","518,000","442,500","179.01K","10.68%"
"04/11/2018","459,000","449,000","462,000","444,000","81.67K","2.23%"
"04/10/2018","449,000","438,500","453,000","427,500","56.10K","2.39%"
"04/09/2018","438,500","433,000","465,500","425,000","126.15K","1.15%"
"04/08/2018","433,500","419,500","436,000","418,500","37.48K","3.34%"
"04/07/2018","419,500","406,000","427,500","404,500","41.40K","3.33%"
"04/06/2018","406,000","416,500","422,000","400,000","53.70K","-2.52%"
"04/05/2018","416,500","417,000","424,000","401,000","76.53K","-0.12%"
"04/04/2018","417,000","454,000","455,000","406,000","84.96K","-8.15%"
"04/03/2018","454,000","420,000","457,000","416,000","81.32K","8.10%"
"04/02/2018","420,000","415,000","434,000","409,000","61.03K","1.20%"
"04/01/2018","415,000","436,000","441,000","395,000","73.57K","-4.82%"
"03/31/2018","436,000","435,000","463,000","431,000","88.68K","0.23%"
"03/30/2018","435,000","425,000","455,000","406,000","127.09K","2.35%"
"03/29/2018","425,000","490,000","492,000","425,000","115.56K","-13.27%"
"03/28/2018","490,000","497,000","511,000","487,000","67.63K","-1.61%"
"03/27/2018","498,000","541,000","546,000","495,000","93.57K","-7.95%"
"03/26/2018","541,000","586,000","593,000","523,000","67.60K","-7.68%"
"03/25/2018","586,000","583,000","598,000","575,000","34.78K","0.34%"
"03/24/2018","584,000","601,000","606,000","581,000","47.28K","-2.83%"
"03/23/2018","601,000","607,000","607,000","569,000","78.40K","-0.99%"
"03/22/2018","607,000","625,000","636,000","579,000","88.22K","-2.88%"
"03/21/2018","625,000","615,000","657,000","608,000","125.60K","1.63%"
"03/20/2018","615,000","630,000","632,000","570,000","137.11K","-2.38%"
"03/19/2018","630,000","589,000","631,000","569,000","146.59K","6.96%"
"03/18/2018","589,000","603,000","620,000","501,000","108.01K","-2.48%"
"03/17/2018","604,000","658,000","669,000","592,000","35.62K","-8.21%"
"03/16/2018","658,000","672,000","679,000","645,000","46.70K","-2.08%"
"03/15/2018","672,000","681,000","690,000","625,000","69.79K","-1.32%"
"03/14/2018","681,000","763,000","776,000","657,000","51.51K","-10.75%"
"03/13/2018","763,000","779,000","784,000","751,000","31.72K","-2.05%"
"03/12/2018","779,000","792,000","813,000","758,000","38.32K","-1.77%"
"03/11/2018","793,000","766,000","803,000","749,000","39.12K","3.52%"
"03/10/2018","766,000","815,000","839,000","760,000","39.12K","-6.01%"
"03/09/2018","815,000","787,000","819,000","712,000","61.08K","3.56%"
"03/08/2018","787,000","842,000","864,000","782,000","42.75K","-6.53%"
"03/07/2018","842,000","911,000","923,000","824,000","55.86K","-7.57%"
"03/06/2018","911,000","942,000","944,000","905,000","37.04K","-3.29%"
"03/05/2018","942,000","947,000","953,000","941,000","34.98K","-0.63%"
"03/04/2018","948,000","956,000","968,000","927,000","31.75K","-0.84%"
"03/03/2018","956,000","965,000","968,000","951,000","18.23K","-0.93%"
"03/02/2018","965,000","974,000","981,000","958,000","26.43K","-0.92%"
"03/01/2018","974,000","977,000","982,000","960,000","23.82K","-0.20%"
"02/28/2018","976,000","982,000","994,000","970,000","32.02K","-0.61%"
"02/27/2018","982,000","989,000","1,000,000","972,000","35.25K","-0.71%"
"02/26/2018","989,000","983,000","1,001,000","964,000","45.70K","0.61%"
"02/25/2018","983,000","988,000","1,000,000","951,000","30.03K","-0.51%"
"02/24/2018","988,000","1,015,000","1,031,000","966,000","43.16K","-2.66%"
"02/23/2018","1,015,000","957,000","1,030,000","925,000","74.50K","6.06%"
"02/22/2018","957,000","1,022,000","1,038,000","945,000","77.94K","-6.54%"
"02/21/2018","1,024,000","1,064,000","1,086,000","994,000","87.02K","-3.76%"
"02/20/2018","1,064,000","1,067,000","1,105,000","1,062,000","79.89K","-0.28%"
"02/19/2018","1,067,000","1,049,000","1,074,000","1,048,000","48.37K","1.72%"
"02/18/2018","1,049,000","1,084,000","1,114,000","1,020,000","88.68K","-3.23%"
"02/17/2018","1,084,000","1,058,000","1,090,000","1,055,000","58.40K","2.46%"
"02/16/2018","1,058,000","1,051,000","1,087,000","1,040,000","60.78K","0.67%"
"02/15/2018","1,051,000","1,018,000","1,079,000","1,008,000","81.11K","3.24%"
"02/14/2018","1,018,000","971,000","1,033,000","970,000","89.53K","4.84%"
"02/13/2018","971,000","987,000","989,000","950,000","53.50K","-1.62%"
"02/12/2018","987,000","933,000","995,000","933,000","58.69K","5.67%"
"02/11/2018","934,000","989,000","994,000","900,000","84.15K","-5.56%"
"02/10/2018","989,000","1,011,000","1,067,000","950,000","145.11K","-2.18%"
"02/09/2018","1,011,000","935,000","1,014,000","899,000","128.94K","8.13%"
"02/08/2018","935,000","831,000","949,000","829,000","162.62K","12.52%"
"02/07/2018","831,000","874,000","921,000","790,000","199.08K","-4.81%"
"02/06/2018","873,000","787,000","890,000","621,000","329.11K","10.93%"
"02/05/2018","787,000","910,000","934,000","754,000","146.07K","-13.52%"
"02/04/2018","910,000","1,002,000","1,049,000","881,000","117.82K","-9.18%"
"02/03/2018","1,002,000","982,000","1,059,000","879,000","147.55K","2.04%"
